method,duration,bias,cost,tau_p,tau_v
boot_pHREML_wAKDEc_iter,1,0.25671364,1252.851283,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.141141561,441.9849384,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.213003838,2048.543437,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.271306618,1450.442224,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.544433459,2038.76735,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.252707161,72.24960114,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.226580716,1539.404747,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.550917273,76.13840196,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.835248115,89.45509146,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.500978339,2728.321339,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.219187795,1806.062789,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.151494275,469.3892505,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.662375391,76.98202176,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.276831531,151.1168871,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.436899913,2266.813137,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.595559704,3322.147415,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.216906495,326.1576352,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.597047628,78.55827426,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.205322725,2019.751949,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.382104957,1496.043892,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.251604392,2939.099667,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.139801892,1640.909051,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.256725461,2808.637846,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.246934845,1408.404934,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.527995821,847.6535154,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.414967726,1007.216779,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.152292586,464.9951806,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.933248094,164.082247,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.201270874,3024.420731,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.278293054,980.7598482,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.270901191,2432.719443,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.206659831,1571.168965,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.271127826,948.1583244,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.18535269,1102.447214,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.157160139,551.4103279,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.476310935,98.26708026,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.380381747,1748.356802,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.431525267,1538.701632,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.275292824,1353.28267,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.098905743,234.0525605,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.463284152,2240.344249,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.159452482,282.0177422,86164.091,3600
boot_pHREML_wAKDEc_iter,1,1.217414681,124.6092886,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.246546686,1141.80902,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.406183038,71.156922,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.398378224,2416.164285,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.19409652,2361.656411,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.306651284,1551.773482,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.177676828,305.625422,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.412007488,1931.008384,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.138685331,988.77366,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.111153509,399.8692949,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.085190713,235.9443154,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.213879399,2460.976235,86164.091,3600
boot_pHREML_wAKDEc_iter,1,1.563562846,157.2351353,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.575014068,710.4318876,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.088940178,1494.616092,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.594679841,1783.170793,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.468520465,2247.485393,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.934337189,99.59760546,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.52023796,784.2834246,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.16361402,277.3959529,86164.091,3600
boot_pHREML_wAKDEc_iter,1,1.75812261,182.0134125,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.41906565,622.5944184,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.83560882,64.289526,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.848501211,81.93125064,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.487087941,3491.777531,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.119547636,1078.131243,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.266102721,670.9806456,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.280314102,3425.912324,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.188389427,209.0489698,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.469731316,2398.10109,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.130403439,223.7560201,86164.091,3600
boot_pHREML_wAKDEc_iter,1,2.351386314,141.9110271,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.083324401,793.0161726,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.355287906,3148.03406,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.148513607,305.4519222,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.696839689,62.40474192,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.185469491,819.336138,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.127141151,436.8258569,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.126975217,302.8338806,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.337793607,2490.740654,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.719427013,80.7634425,86164.091,3600
boot_pHREML_wAKDEc_iter,1,1.347978761,90.93815454,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.444330367,990.8367654,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.10900278,71.45129964,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.333536646,2022.962456,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.420894327,3342.152335,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.241533775,1092.438251,86164.091,3600
boot_pHREML_wAKDEc_iter,1,7.652721636,164.3710802,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.346420573,2035.957787,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.222008891,862.9458,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.675194192,1159.163666,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.249385926,3293.331581,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.708389578,3338.375668,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.308076939,2117.145681,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.105359501,121.7872259,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.42494913,2763.904546,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.836913639,1116.072049,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.07722048,113.7469866,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.135730253,649.6137162,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.329700504,2837.06458,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.146151362,1578.459749,86164.091,3600
boot_pHREML_wAKDEc_iter,1,2.256252449,195.5540178,86164.091,3600
boot_pHREML_wAKDEc_iter,1,1.680453111,211.5971881,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.800680714,156.8804979,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.251195678,725.377734,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.098736992,526.2898898,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.156770803,741.8723712,86164.091,3600
boot_pHREML_wAKDEc_iter,1,11.21541942,290.4993805,86164.091,3600
boot_pHREML_wAKDEc_iter,1,1.05630092,302.264503,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.275623057,1355.698692,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.779533374,123.4995576,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.264955862,2594.400587,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.097283374,1171.277632,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.243651502,1329.155127,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.412842191,896.4726966,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.194096454,1040.827409,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.290416304,97.07695734,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.392543863,1915.932901,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.397136832,3460.253492,86164.091,3600
boot_pHREML_wAKDEc_iter,1,8.319056282,179.1520154,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.1761093,369.9863947,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.601755856,64.38783678,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.339317612,1497.709992,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.4028954,2676.016777,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.088926149,686.7961392,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.608868383,2240.212973,86164.091,3600
boot_pHREML_wAKDEc_iter,1,1.650736502,138.7621998,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.112477424,385.6159277,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.341131646,1462.131426,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.253353563,2030.372056,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.230653716,2077.727036,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.167221263,1592.712863,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.100431828,2440.282316,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.249299555,101.6869066,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.24614026,656.1534006,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.132015407,744.9799884,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.257605222,1341.7603,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.809490657,976.586154,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.212282206,878.9713674,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.439463237,3308.869197,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.255862485,3416.000018,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.247570625,2844.1305,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.265576413,228.9752531,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.357992151,1397.132669,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.2105866,756.4136916,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.636266726,84.84044646,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.112104025,850.5756738,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.175072643,1425.00531,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.474066473,3032.387112,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.263861527,1333.679905,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.183912712,600.8463366,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.033185477,127.2624912,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.228797042,1114.843982,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.172457808,2716.115662,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.295249027,3137.084456,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.168136155,763.7280636,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.333402688,1526.596991,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.198770026,1865.947307,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.196374432,2028.546889,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.250082215,1816.619767,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.33368895,1289.921589,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.193634771,1535.333763,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.239087152,3271.30342,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.445195865,3524.811524,86164.091,3600
boot_pHREML_wAKDEc_iter,1,2.452661551,112.7071847,86164.091,3600
boot_pHREML_wAKDEc_iter,1,1.94340942,112.3829688,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.204960456,1580.838106,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.522430294,1407.599579,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.224189934,806.1832056,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.167981179,333.8857293,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.56077452,3053.672866,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.050089166,163.3376102,86164.091,3600
boot_pHREML_wAKDEc_iter,1,1.326827739,85.30411164,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.415044027,118.4089162,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.071474597,1089.564802,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.274055181,2708.570051,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.256314907,1993.011467,86164.091,3600
boot_pHREML_wAKDEc_iter,1,0.25649141,2047.634351,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.072809391,107.6798224,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.373996238,1159.188191,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.341691389,1630.26007,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.374039419,1797.331799,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.289621517,2006.85512,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.284931528,2215.154187,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.216571572,376.2710297,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.165738375,495.2688501,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.231254882,1240.171504,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,1.060399373,1063.287892,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.118569321,372.2871113,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.473911458,3156.613231,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.236635058,1596.717452,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.27218168,1768.032215,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.134074683,953.2774446,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.103739344,318.9537766,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.131624472,1523.030679,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.370600451,1606.878748,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.39502819,2553.298841,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.309876188,1501.152177,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.073312324,111.5656079,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.319856374,1619.313938,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.635148291,65.30385396,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.228176097,540.6911647,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.774307162,2633.945189,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.318479779,898.7054016,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.457091303,1537.761447,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.082051677,507.6365969,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.492926033,73.91167974,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.188336227,977.4852552,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.199088134,353.7821321,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.18731695,1443.583849,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.115552943,1388.41853,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.091677452,155.9722669,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.330319989,68.90727774,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.378608657,60.30923262,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.091139969,366.3667667,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.065211952,61.8614049,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.284311127,2347.360088,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.121802882,861.6444588,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.156628676,1396.401929,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.274838304,1918.573492,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.141242743,473.9347329,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.202612495,728.7633486,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.340276088,142.6660445,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.472244107,927.813675,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.266702178,926.2368978,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.152769562,1792.538171,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.133383938,642.0757806,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.394867558,2897.407036,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.134170785,1036.427517,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.413946072,2306.196699,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.218452075,1122.496636,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.24383328,568.553035,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.453017397,2813.682322,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.324100449,2307.014158,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.449230111,2891.368031,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.163896186,893.8683216,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.178736069,417.4931965,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.426770719,1105.739063,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.827963629,77.28403464,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.126006802,653.136255,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.119400913,442.7430847,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.079483078,359.2010495,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.40887391,2843.057477,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.203858816,794.1821118,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.064568028,263.675272,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.242499731,1386.862123,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.485484669,2397.050252,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.125598703,509.323801,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.165486413,446.874619,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.151870656,1056.463249,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.701819475,95.40994068,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.416390306,1196.370445,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.211871916,301.0295749,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.084518377,278.7188878,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.147197614,3080.07863,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.079591453,263.5688982,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.116190539,500.370059,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.417377981,386.26107,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.076853884,683.1923184,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.443622653,77.66235822,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.369189617,2423.273513,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.449559043,2414.796306,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.197450045,489.5454078,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.938767157,83.238783,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.271356412,814.334883,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.242373325,2096.464598,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.124830345,1299.535388,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.459789595,2638.974175,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.063918799,388.7789156,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.688861742,3550.584896,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.185476239,812.6375304,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.326155486,2571.718502,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.485599634,505.7619979,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.123946019,1005.315284,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.286769189,3382.471552,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.26580821,120.6135159,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.184397945,2056.758458,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.370382382,3045.746344,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.38689938,479.1991854,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.337719255,519.8916426,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.627955034,2639.882099,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.290188297,73.82975064,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.481687052,1241.348827,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,2.094012308,132.1219903,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.390907119,1452.305554,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.30712504,2954.152258,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.26138515,1802.066325,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.991783559,75.41280174,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,1.342941775,93.11857788,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.093199807,66.02174808,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.433113262,2010.96103,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.430158756,3018.289823,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.307174638,2578.686605,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.158651764,866.9900448,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.174290371,962.3899554,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.11054188,3502.699089,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.428131553,3495.330533,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.237701959,846.6630156,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.448200572,2865.263636,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.408314188,3247.395369,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.199138928,1400.382565,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.278814355,1780.21798,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.477986029,2780.665532,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.190216925,546.1909699,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.233109345,933.6394908,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.109675004,1653.043292,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,3.227996023,157.7155343,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.162894048,1486.871507,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.263692305,1614.466377,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,1.556033821,109.8930466,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,5.135359444,194.0810984,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.31436793,2681.807978,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.606296678,2966.25435,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.715236076,3090.211608,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.258873276,105.3667588,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.414819665,2998.591901,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.122588235,653.6422902,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.15559881,1210.488481,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.067048569,474.253418,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.507571152,206.577204,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.072382456,193.6021678,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.260801918,1890.970537,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.383935423,3003.258833,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.121367683,914.572587,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,6.437424249,268.8924486,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.437319256,78.67943322,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.709169856,2237.860286,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.279638335,1790.939995,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.273384619,1687.194622,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.502439128,2341.723693,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.253082894,1121.759569,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,1.526845858,302.4991484,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.933502916,2831.939227,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.266505657,3599.130595,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.239948356,556.1321146,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.072809391,107.6798224,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.373996238,1159.188191,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.341691389,1630.26007,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.374039419,1797.331799,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.289621517,2006.85512,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.284931528,2215.154187,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.216571572,376.2710297,86164.091,3600
boot_pHREML_wAKDEc_noiter,1,0.165738375,495.2688501,86164.091,3600
