tau_p,tau_v,dur,dti,error,error_lci,error_uci
86400.002,3600,172800,20,0.05134473,0.0508745091456431,0.0518150032928893
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,,,
86400.002,3600,345600,21600,-0.06428372,-0.377608610594772,0.278699627804435
86400.002,3600,345600,10800,-0.040229838,-0.164522786796902,0.0881901030438644
86400.002,3600,345600,5400,-0.035588628,-0.083489985194239,0.0129071803211761
86400.002,3600,345600,2700,-0.007807608,-0.0275601455188612,0.0120423785701953
86400.002,3600,345600,1350,-0.008501199,-0.0320567079905336,0.0151931328573138
86400.002,3600,345600,675,-0.005037153,-0.0250971804190324,0.015123106989586
86400.002,3600,345600,338,-0.010319965,-0.0350023350084767,0.0145151560025465
86400.002,3600,345600,169,-0.011216298,-0.0338003337850724,0.0114956643915718
86400.002,3600,345600,84,0.016936632,0.00986446066624361,0.0240209514631481
86400.002,3600,345600,42,0.014985074,0.00873439822537241,0.0212452556616804
86400.002,3600,345600,20,0.014617795,0.0142629268936476,0.0149726940486903
86400.002,3600,691200,86400,,,
86400.002,3600,691200,43200,,,
86400.002,3600,691200,21600,-0.142038725,-0.307145221192519,0.0314182852203034
86400.002,3600,691200,10800,-0.091457792,-0.166610001234778,-0.0147368064289786
86400.002,3600,691200,5400,-0.000972471,-0.0513963422811962,0.0500874308625173
86400.002,3600,691200,2700,0.010335492,-0.00810916836726433,0.0288635622703302
86400.002,3600,691200,1350,0.007684301,-0.0080801151777494,0.0235097658848974
86400.002,3600,691200,675,0.007281844,-0.0048085548480529,0.0194081325492573
86400.002,3600,691200,338,0.0078066,-0.015923494339777,0.0316752949236566
86400.002,3600,691200,169,0.007840468,-0.0146899147890446,0.0304957470354752
86400.002,3600,691200,84,0.021452229,0.015465993301263,0.0274471267951836
86400.002,3600,691200,42,0.021861245,0.0160426132358807,0.0276880568593961
86400.002,3600,691200,20,0.022392251,0.0220727052001543,0.0227118207239843
86400.002,3600,1382400,86400,,,
86400.002,3600,1382400,43200,,,
86400.002,3600,1382400,21600,-0.159598984,-0.277471248348046,-0.0374711658752948
86400.002,3600,1382400,10800,-0.038426806,-0.179827988334594,0.108340370889811
86400.002,3600,1382400,5400,-0.019533078,-0.0552994760888885,0.016558095981308
86400.002,3600,1382400,2700,-0.008228451,-0.0225939512593005,0.00618854251484804
86400.002,3600,1382400,1350,-0.009581642,-0.0190757169626975,-6.50729077259893e-05
86400.002,3600,1382400,675,-0.009587772,-0.0188460187243735,-0.000308136725480475
86400.002,3600,1382400,338,-0.01418137,-0.0330396586266262,0.00476629865854457
86400.002,3600,1382400,169,-0.014022778,-0.0320991119294321,0.0041356480285531
86400.002,3600,1382400,84,0.003434004,5.9489650115485e-05,0.00681131919611578
86400.002,3600,1382400,42,0.003851076,-0.000145105026953942,0.00785118335966992
86400.002,3600,1382400,20,0.003787672,0.00357074463667097,0.00400461134942262
86400.002,3600,2764800,86400,-0.626121292,-0.738632491344368,-0.504226000339114
86400.002,3600,2764800,43200,,,
86400.002,3600,2764800,21600,,,
86400.002,3600,2764800,10800,-0.029159564,-0.102896248304798,0.0459874454351994
86400.002,3600,2764800,5400,-0.014576216,-0.0388538844336867,0.00984986080783235
86400.002,3600,2764800,2700,0.012569881,0.00390775518719711,0.0212503159314683
86400.002,3600,2764800,1350,0.013430553,0.00535480165152825,0.0215222027506241
86400.002,3600,2764800,675,0.011458473,0.00170297781224315,0.0212372242243102
86400.002,3600,2764800,338,-0.002089856,-0.0140320220083719,0.00988765356943897
86400.002,3600,2764800,169,-0.001010859,-0.010428662761129,0.00842888733844912
86400.002,3600,2764800,84,0.018825669,0.0161698311780309,0.0214832148807032
86400.002,3600,2764800,42,0.017260262,0.0144374306003377,0.0200850255210589
86400.002,3600,2764800,20,0.017875586,0.0177579781200207,0.0179931973267522
86400.002,3600,5529600,86400,-0.615581358,-0.71166285614739,-0.513019718058946
86400.002,3600,5529600,43200,,,
86400.002,3600,5529600,21600,0.197553765,-0.397529052535038,0.886917258435543
86400.002,3600,5529600,10800,0.012405834,-0.0539745476426644,0.0798787696623634
86400.002,3600,5529600,5400,-0.008357344,-0.0244169579405897,0.00776666047667964
86400.002,3600,5529600,2700,0.012418396,0.00667925666463687,0.0181655692142542
86400.002,3600,5529600,1350,0.01097253,0.0054028055449516,0.0165498314542935
86400.002,3600,5529600,675,0.011738566,0.00641384799667378,0.0170702019896202
86400.002,3600,5529600,338,5.8e-05,-0.0067438556088036,0.00687121743163638
86400.002,3600,5529600,169,0.000245999,-0.0071027441854656,0.00760807779211066
86400.002,3600,5529600,84,0.013834471,0.0122257053485868,0.0154438665494561
86400.002,3600,5529600,42,0.013687793,0.0118807634635043,0.0154956163191962
86400.002,3600,5529600,20,0.013796134,0.0136845210667968,0.0139077492137363
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,0.001717023,-0.174509336171266,0.186035386217282
86400.002,3600,86400,5400,-0.025453899,-0.103121904504941,0.0537747016727645
86400.002,3600,86400,2700,0.099994545,0.00475456183076347,0.197318088489825
86400.002,3600,86400,1350,0.093430374,0.0070699646898543,0.181510072302037
86400.002,3600,86400,675,0.09924597,-0.014932622626494,0.216438258339708
86400.002,3600,86400,338,-0.06291833,-0.11474629389724,-0.0103729943136759
86400.002,3600,86400,169,-0.058492771,-0.117299179129381,0.001234804255597
86400.002,3600,86400,84,0.030252006,0.0169256888034761,0.0436209627074173
86400.002,3600,86400,42,0.030527081,0.0167506139695735,0.0443491093623502
86400.002,3600,86400,20,0.032854512,0.0321688529095184,0.0335402836326114
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,,,
86400.002,3600,172800,10800,-0.09929684,-0.206320255718103,0.0109746997647939
86400.002,3600,172800,5400,-0.060120856,-0.123952289945596,0.00479956796293949
86400.002,3600,172800,2700,0.078738871,0.0234982448136699,0.134686589290403
86400.002,3600,172800,1350,0.062703565,0.0117034967269189,0.114314860072967
86400.002,3600,172800,675,0.053264867,-0.0159319107412543,0.123602863748152
86400.002,3600,172800,338,-0.021718753,-0.0627347453293395,0.0197259546684246
86400.002,3600,172800,169,-0.026182444,-0.072109828833764,0.0202857410040231
86400.002,3600,172800,84,0.014653551,0.00362689752388656,0.0257098301404881
86400.002,3600,172800,42,0.015503149,0.00386554605962372,0.0271737302206077
86400.002,3600,172800,20,0.013702882,0.0132458696293233,0.0141599461962407
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,,,
86400.002,3600,345600,21600,-0.155828565,-0.370794860615834,0.0739435552220758
86400.002,3600,345600,10800,-0.200558608,-0.250471748984813,-0.149863925121241
86400.002,3600,345600,5400,-0.033438128,-0.112628201729513,0.0473888606562584
86400.002,3600,345600,2700,0.015704631,-0.0171298193619389,0.0488029947235624
86400.002,3600,345600,1350,0.012779111,-0.0199257809970804,0.0457465924019664
86400.002,3600,345600,675,0.020564082,-0.021030570437766,0.062581226231464
86400.002,3600,345600,338,-0.029588486,-0.0670395402209932,0.0082225609900423
86400.002,3600,345600,169,-0.031540799,-0.0803961208740869,0.0179304411772789
86400.002,3600,345600,84,-0.018687873,-0.0271193203325197,-0.0102385246995888
86400.002,3600,345600,42,-0.017702001,-0.0248857252788872,-0.0105052996266612
86400.002,3600,345600,20,-0.018585321,-0.0188981056579192,-0.0182725112689196
86400.002,3600,691200,86400,,,
86400.002,3600,691200,43200,,,
86400.002,3600,691200,21600,,,
86400.002,3600,691200,10800,0.01128746,-0.164869313901253,0.195447673297423
86400.002,3600,691200,5400,0.012195029,-0.0285726644209872,0.0533718822874068
86400.002,3600,691200,2700,0.056381999,0.0385480807748016,0.0742904673962941
86400.002,3600,691200,1350,0.050686506,0.0354759313024779,0.0659515714923115
86400.002,3600,691200,675,0.054730211,0.0371155826715613,0.0724176798496831
86400.002,3600,691200,338,0.027984898,0.00226401683121839,0.0538654767447088
86400.002,3600,691200,169,0.028223342,0.00853308340062222,0.0480070227555392
86400.002,3600,691200,84,0.039406271,0.0330939070621277,0.0457281011776293
86400.002,3600,691200,42,0.038977605,0.0340969393257924,0.0438639301609625
86400.002,3600,691200,20,0.039419445,0.0391650424931967,0.0396738635649403
86400.002,3600,1382400,86400,,,
86400.002,3600,1382400,43200,-0.413152195,-0.526063106623171,-0.294531865132959
86400.002,3600,1382400,21600,,,
86400.002,3600,1382400,10800,-0.067886561,-0.192490799888753,0.0609949174840495
86400.002,3600,1382400,5400,-0.030104429,-0.0719904615510364,0.012232724435124
86400.002,3600,1382400,2700,-0.006054555,-0.0197136880436451,0.00765102070300513
86400.002,3600,1382400,1350,-0.006871625,-0.0173787517578003,0.00366298384311637
86400.002,3600,1382400,675,-0.005407248,-0.0207356371608517,0.00997961483930896
86400.002,3600,1382400,338,-0.018328968,-0.0356528750174253,-0.000929343348613603
86400.002,3600,1382400,169,-0.021107529,-0.0409526943070887,-0.00116265239260992
86400.002,3600,1382400,84,-0.008728143,-0.0126671818892382,-0.00478524001446911
86400.002,3600,1382400,42,-0.008433907,-0.0127053857016559,-0.00415788564790133
86400.002,3600,1382400,20,-0.008777788,-0.00893872396596572,-0.0086168448255902
86400.002,3600,2764800,86400,,,
86400.002,3600,2764800,43200,,,
86400.002,3600,2764800,21600,,,
86400.002,3600,2764800,10800,-0.015637406,-0.109804758360998,0.0808128325715013
86400.002,3600,2764800,5400,-0.002628883,-0.0424275940856044,0.0375655235839966
86400.002,3600,2764800,2700,-0.005562054,-0.0162039271862611,0.005107974010178
86400.002,3600,2764800,1350,-0.005146584,-0.0129953566940539,0.0027174865761538
86400.002,3600,2764800,675,-0.007076933,-0.0173756451649665,0.00324818582833272
86400.002,3600,2764800,338,-0.015854833,-0.0290305019899301,-0.00263552490422742
86400.002,3600,2764800,169,-0.013459264,-0.0289908040366145,0.00213280633920229
86400.002,3600,2764800,84,-0.012680438,-0.01547491829727,-0.00988400527089744
86400.002,3600,2764800,42,-0.013445133,-0.0161728903111114,-0.0107155155827426
86400.002,3600,2764800,20,-0.012574546,-0.0127182457725256,-0.0124308404994439
86400.002,3600,5529600,86400,,,
86400.002,3600,5529600,43200,,,
86400.002,3600,5529600,21600,-0.127043741,-0.31646396554138,0.0732959557870532
86400.002,3600,5529600,10800,-0.024399473,-0.0959896160689527,0.0485125378972978
86400.002,3600,5529600,5400,0.012854402,-0.0129536661762592,0.0388256747862844
86400.002,3600,5529600,2700,0.000865881,-0.00595309924558388,0.00769633479897428
86400.002,3600,5529600,1350,0.001321649,-0.00524091957716742,0.0078948395763662
86400.002,3600,5529600,675,0.001207836,-0.00541312331046573,0.00783960817466173
86400.002,3600,5529600,338,0.001094552,-0.0101191677468838,0.0123393296207879
86400.002,3600,5529600,169,0.000504821,-0.00746520937889303,0.00849053758925297
86400.002,3600,5529600,84,-0.005560432,-0.00778458413446016,-0.00333505190925496
86400.002,3600,5529600,42,-0.005690578,-0.00760575353037807,-0.00377449299953527
86400.002,3600,5529600,20,-0.005536387,-0.00561907296729105,-0.00545369947709281
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,,,
86400.002,3600,86400,5400,-0.006729639,-0.208047706678275,0.205359810046946
86400.002,3600,86400,2700,-0.011093632,-0.0588324409445646,0.0372207446276756
86400.002,3600,86400,1350,-0.017857296,-0.0659505874531684,0.0308242824995624
86400.002,3600,86400,675,-0.019061615,-0.0641157748867418,0.0265090165883174
86400.002,3600,86400,338,-0.021328059,-0.0883528034256395,0.0468499666702843
86400.002,3600,86400,169,-0.039848443,-0.0870649295489676,0.0079480987269575
86400.002,3600,86400,84,-0.037455513,-0.0521453787772666,-0.0227101565748404
86400.002,3600,86400,42,-0.037550178,-0.0511676540276961,-0.023885026219881
86400.002,3600,86400,20,-0.037083713,-0.0378235520142481,-0.0363437344119746
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,,,
86400.002,3600,172800,10800,0.229786696,-0.202137155012341,0.70502992993095
86400.002,3600,172800,5400,-0.024478547,-0.0933489506273423,0.0456142490885856
86400.002,3600,172800,2700,0.03477837,0.00644788296735161,0.0633014532037736
86400.002,3600,172800,1350,0.038456046,0.013314964210773,0.0637481356013384
86400.002,3600,172800,675,0.038612531,0.00435662268343971,0.0731494134081786
86400.002,3600,172800,338,0.032177331,-0.00796446619611213,0.0727079906800099
86400.002,3600,172800,169,0.032446573,0.00310144425887482,0.0619988663653909
86400.002,3600,172800,84,0.0410723,0.0299808635765761,0.0521929504655729
86400.002,3600,172800,42,0.042666919,0.0347584968646722,0.0505901585935254
86400.002,3600,172800,20,0.044089639,0.0436613565476124,0.0445179648005444
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,,,
86400.002,3600,345600,21600,,,
86400.002,3600,345600,10800,0.033198987,-0.103302878925276,0.174329055201994
86400.002,3600,345600,5400,0.080914236,0.0398870094933722,0.122329253736381
86400.002,3600,345600,2700,0.118073227,0.0936326659047042,0.142646253549867
86400.002,3600,345600,1350,0.120444615,0.096918132571593,0.144093552520639
86400.002,3600,345600,675,0.118496353,0.0954120405840105,0.141698753886757
86400.002,3600,345600,338,0.102518056,0.0743768885055824,0.130837490313276
86400.002,3600,345600,169,0.10757414,0.0794729958662732,0.135852224831
86400.002,3600,345600,84,0.114031075,0.105847505265034,0.122229495185935
86400.002,3600,345600,42,0.11452136,0.10758120817328,0.121472183436333
86400.002,3600,345600,20,0.114859256,0.114423174776265,0.115295379102421
86400.002,3600,691200,86400,,,
86400.002,3600,691200,43200,-0.436249159,-0.617395740066801,-0.238780579945377
86400.002,3600,691200,21600,,,
86400.002,3600,691200,10800,0.134576393,-0.126870243375517,0.412128325816767
86400.002,3600,691200,5400,0.110829756,0.0279504753562462,0.195265587322477
86400.002,3600,691200,2700,0.095167029,0.0783414832948811,0.112056558702962
86400.002,3600,691200,1350,0.091802739,0.0756084613792216,0.108056463128275
86400.002,3600,691200,675,0.094833842,0.0772846552857134,0.112452666441088
86400.002,3600,691200,338,0.093143952,0.0637697976128722,0.122714073213958
86400.002,3600,691200,169,0.094166907,0.0716224498136969,0.116826497485389
86400.002,3600,691200,84,0.090745366,0.085598990385865,0.0958977362174156
86400.002,3600,691200,42,0.091180125,0.0851918982872785,0.0971764663204602
86400.002,3600,691200,20,0.091721044,0.0914893459987674,0.0919527549646655
86400.002,3600,1382400,86400,,,
86400.002,3600,1382400,43200,-0.510851807,-0.605346788015343,-0.411557644742062
86400.002,3600,1382400,21600,,,
86400.002,3600,1382400,10800,0.045113957,-0.133350245803672,0.231515741083468
86400.002,3600,1382400,5400,0.061129224,0.0101086184855421,0.112762472007404
86400.002,3600,1382400,2700,0.042165048,0.0331551241286705,0.0511942189322289
86400.002,3600,1382400,1350,0.044183785,0.0350092260054501,0.0533782626068056
86400.002,3600,1382400,675,0.038961415,0.0252296305965012,0.052738096657089
86400.002,3600,1382400,338,0.042411364,0.0252001626988422,0.0596929245479448
86400.002,3600,1382400,169,0.046896077,0.0277642741690229,0.0661144866089853
86400.002,3600,1382400,84,0.040364407,0.0365500130052657,0.0441822523713753
86400.002,3600,1382400,42,0.04076328,0.0373163009620522,0.0442130764996089
86400.002,3600,1382400,20,0.041105393,0.0409341454197801,0.0412766472644682
86400.002,3600,2764800,86400,-0.565358269,-0.72333716756057,-0.390853314763645
86400.002,3600,2764800,43200,,,
86400.002,3600,2764800,21600,,,
86400.002,3600,2764800,10800,0.016365568,-0.122956843770308,0.160598193641889
86400.002,3600,2764800,5400,0.034389898,-0.021739619665538,0.0912814231437122
86400.002,3600,2764800,2700,0.008924038,0.00173431591619962,0.0161264141626681
86400.002,3600,2764800,1350,0.008989728,-0.000497523029240456,0.0184990256112918
86400.002,3600,2764800,675,0.009339179,-0.000556248788118818,0.0192585843046156
86400.002,3600,2764800,338,0.013692277,-0.000752669710620786,0.0281881587718514
86400.002,3600,2764800,169,0.015727894,-0.00328642570980067,0.0348303942714351
86400.002,3600,2764800,84,0.004191467,0.0015720451671093,0.00681257530235722
86400.002,3600,2764800,42,0.004797329,0.00207124576350481,0.00752523786586269
86400.002,3600,2764800,20,0.004957082,0.00482586507681326,0.00508830354253741
86400.002,3600,5529600,86400,,,
86400.002,3600,5529600,43200,,,
86400.002,3600,5529600,21600,0.023849313,-0.315584663674764,0.395030558480392
86400.002,3600,5529600,10800,-0.033113738,-0.124349326039622,0.0603026006760504
86400.002,3600,5529600,5400,0.014171685,-0.0141133882339691,0.0426526662133235
86400.002,3600,5529600,2700,0.009017555,0.00202455702607926,0.0160225229676244
86400.002,3600,5529600,1350,0.010043688,0.00374179281304924,0.0163552924078445
86400.002,3600,5529600,675,0.009252617,0.00253847702904887,0.0159777883457768
86400.002,3600,5529600,338,0.011840564,0.00281783458273851,0.0208831756786125
86400.002,3600,5529600,169,0.013682783,0.00371738281099136,0.0236723974625284
86400.002,3600,5529600,84,0.008524122,0.00631830981865638,0.0107311235270116
86400.002,3600,5529600,42,0.008646179,0.00657551836050706,0.0107178890830237
86400.002,3600,5529600,20,0.008413712,0.00829661015871493,0.0085308166532415
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,-0.08839521,-0.288606301864686,0.12351175197564
86400.002,3600,86400,5400,-0.074553786,-0.124270324755548,-0.0241691439942976
86400.002,3600,86400,2700,0.010138629,-0.0351382296627176,0.0559218399121004
86400.002,3600,86400,1350,0.006032074,-0.0499451197888106,0.0627888219997031
