"event-id","visible","timestamp","location-long","location-lat","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name"
"1160",7017150941,TRUE,2015-09-20 06:56:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1161",7017150942,TRUE,2015-09-20 11:22:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1162",7017150943,TRUE,2015-09-20 16:26:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1163",7017150944,TRUE,2015-09-21 07:22:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1164",7017150945,TRUE,2015-09-21 11:56:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1165",7017150946,TRUE,2015-09-21 16:23:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1166",7017150947,TRUE,2015-09-22 07:16:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1167",7017150948,TRUE,2015-09-22 08:38:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1168",7017150949,TRUE,2015-09-23 06:58:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1169",7017150950,TRUE,2015-09-23 11:25:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1170",7017150951,TRUE,2015-09-23 16:49:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1171",7017150952,TRUE,2015-09-24 11:13:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1172",7017150953,TRUE,2015-09-24 16:09:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1173",7017150954,TRUE,2015-09-25 07:00:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1174",7017150955,TRUE,2015-09-25 12:17:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1175",7017150956,TRUE,2015-09-25 16:45:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1176",7017150957,TRUE,2015-09-27 12:48:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1177",7017150958,TRUE,2015-09-27 18:01:00,101.975423345824,14.5611883167542,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1178",7017150959,TRUE,2015-09-28 07:51:00,101.973672080446,14.5612738167374,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1179",7017150960,TRUE,2015-09-28 12:46:00,101.973672080446,14.5612738167374,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1180",7017150961,TRUE,2015-09-28 21:39:00,101.966457050765,14.559785075683,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1181",7017150962,TRUE,2015-09-29 12:28:00,101.963600364096,14.5576358185588,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1182",7017150963,TRUE,2015-09-29 19:03:00,101.962711010012,14.5576922439193,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1183",7017150964,TRUE,2015-09-30 07:25:00,101.962511072475,14.559383564317,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1184",7017150965,TRUE,2015-09-30 11:30:00,101.962677096533,14.5593182438758,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1185",7017150966,TRUE,2015-09-30 16:17:00,101.962677096533,14.5593182438758,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1186",7017150967,TRUE,2015-09-30 19:05:00,101.962528166127,14.5592749763583,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1187",7017150968,TRUE,2015-10-01 07:13:00,101.961181682735,14.5605112133819,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1188",7017150969,TRUE,2015-10-01 12:02:00,101.961181682735,14.5605112133819,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1189",7017150970,TRUE,2015-10-01 17:05:00,101.961181682735,14.5605112133819,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1190",7017150971,TRUE,2015-10-02 07:43:00,101.961274508524,14.5605190685269,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1191",7017150972,TRUE,2015-10-02 11:24:00,101.961274508524,14.5605190685269,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1192",7017150973,TRUE,2015-10-03 09:39:00,101.961274508524,14.5605190685269,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1193",7017150974,TRUE,2015-10-03 18:44:00,101.961274508524,14.5605190685269,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1194",7017150975,TRUE,2015-10-04 08:28:00,101.961274508524,14.5605190685269,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1195",7017150976,TRUE,2015-10-04 18:17:00,101.961274508524,14.5605190685269,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1196",7017150977,TRUE,2015-10-05 06:21:00,101.961274508524,14.5605190685269,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1197",7017150978,TRUE,2015-10-05 12:10:00,101.961274508524,14.5605190685269,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1198",7017150979,TRUE,2015-10-05 19:51:00,101.962149725725,14.5628740887883,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1199",7017150980,TRUE,2015-10-06 07:53:00,101.961513173541,14.5624215761943,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1200",7017150981,TRUE,2015-10-06 12:34:00,101.961461635251,14.5620338982036,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1201",7017150982,TRUE,2015-10-06 17:39:00,101.961461635251,14.5620338982036,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1202",7017150983,TRUE,2015-10-07 11:15:00,101.961461635251,14.5620338982036,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1203",7017150984,TRUE,2015-10-07 17:19:00,101.961461635251,14.5620338982036,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1204",7017150985,TRUE,2015-10-08 08:57:00,101.961461635251,14.5620338982036,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1205",7017150986,TRUE,2015-10-09 08:50:00,101.961461635251,14.5620338982036,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1206",7017150987,TRUE,2015-10-09 19:20:00,101.962213767281,14.5669733264571,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1207",7017150988,TRUE,2015-10-10 09:20:00,101.963255669635,14.5658402805683,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1208",7017150989,TRUE,2015-10-10 14:30:00,101.961079578993,14.5660575127657,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1209",7017150990,TRUE,2015-10-10 18:49:00,101.956152702964,14.5665082198476,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1210",7017150991,TRUE,2015-10-11 13:34:00,101.956152702964,14.5665082198476,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1211",7017150992,TRUE,2015-10-11 16:42:00,101.9604989579,14.5690992701779,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1212",7017150993,TRUE,2015-10-12 07:34:00,101.960603108691,14.5692605076928,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1213",7017150994,TRUE,2015-10-12 17:52:00,101.961081473343,14.5696698695447,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1214",7017150995,TRUE,2015-10-13 07:07:00,101.961910565836,14.5699573817718,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1215",7017150996,TRUE,2015-10-13 16:37:00,101.961390289788,14.569187315273,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1216",7017150997,TRUE,2015-10-13 18:40:00,101.961390289788,14.569187315273,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1217",7017150998,TRUE,2015-10-14 06:49:00,101.961920319442,14.5699933819016,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1218",7017150999,TRUE,2015-10-14 12:15:00,101.96175159315,14.5684692909018,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1219",7017151000,TRUE,2015-10-15 07:40:00,101.964734906734,14.5662098493683,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1220",7017151001,TRUE,2015-10-15 15:28:00,101.966592368538,14.5650483823708,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1221",7017151002,TRUE,2015-10-16 16:02:00,101.967079190475,14.5660897880063,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1222",7017151003,TRUE,2015-10-17 07:27:00,101.967079190475,14.5660897880063,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1223",7017151004,TRUE,2015-10-17 09:50:00,101.967079190475,14.5660897880063,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1224",7017151005,TRUE,2015-10-17 15:43:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1225",7017151006,TRUE,2015-10-17 19:51:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1226",7017151007,TRUE,2015-10-18 06:56:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1227",7017151008,TRUE,2015-10-18 13:29:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1228",7017151009,TRUE,2015-10-18 17:29:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1229",7017151010,TRUE,2015-10-19 07:21:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1230",7017151011,TRUE,2015-10-19 13:51:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1231",7017151012,TRUE,2015-10-19 19:51:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1232",7017151013,TRUE,2015-10-20 07:09:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1233",7017151014,TRUE,2015-10-20 13:25:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1234",7017151015,TRUE,2015-10-20 18:02:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1235",7017151016,TRUE,2015-10-21 07:21:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1236",7017151017,TRUE,2015-10-21 17:43:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1237",7017151018,TRUE,2015-10-22 07:52:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1238",7017151019,TRUE,2015-10-22 11:46:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1239",7017151020,TRUE,2015-10-22 19:09:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1240",7017151021,TRUE,2015-10-23 07:51:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1241",7017151022,TRUE,2015-10-23 13:32:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1242",7017151023,TRUE,2015-10-23 19:01:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1243",7017151024,TRUE,2015-10-24 07:13:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1244",7017151025,TRUE,2015-10-24 11:34:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1245",7017151026,TRUE,2015-10-24 19:36:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1246",7017151027,TRUE,2015-10-25 07:18:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1247",7017151028,TRUE,2015-10-25 13:56:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1248",7017151029,TRUE,2015-10-25 17:31:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1249",7017151030,TRUE,2015-10-26 06:58:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1250",7017151031,TRUE,2015-10-26 12:45:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1251",7017151032,TRUE,2015-10-27 07:13:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1252",7017151033,TRUE,2015-10-27 11:25:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1253",7017151034,TRUE,2015-10-28 08:57:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1254",7017151035,TRUE,2015-10-28 14:22:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1255",7017151036,TRUE,2015-10-29 07:19:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1256",7017151037,TRUE,2015-10-29 11:48:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1257",7017151038,TRUE,2015-10-29 19:49:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1258",7017151039,TRUE,2015-10-30 07:08:00,101.967097731887,14.5660895525973,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1259",7017151040,TRUE,2015-10-30 12:59:00,101.965397868963,14.5672490247372,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1260",7017151041,TRUE,2015-10-30 19:01:00,101.962594331046,14.5663092432962,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1261",7017151042,TRUE,2015-10-31 07:56:00,101.962594331046,14.5663092432962,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1262",7017151043,TRUE,2015-10-31 14:18:00,101.962594331046,14.5663092432962,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1263",7017151044,TRUE,2015-10-31 19:47:00,101.95544958186,14.5624531657755,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1264",7017151045,TRUE,2015-11-01 08:25:00,101.95544958186,14.5624531657755,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1265",7017151046,TRUE,2015-11-01 13:58:00,101.95337619062,14.5634185967796,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1266",7017151047,TRUE,2015-11-01 18:13:00,101.951771312485,14.5675389527466,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1267",7017151048,TRUE,2015-11-02 07:40:00,101.951526181411,14.5672349943825,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1268",7017151049,TRUE,2015-11-02 13:12:00,101.951628882526,14.5672878833047,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1269",7017151050,TRUE,2015-11-02 19:01:00,101.95792634774,14.5694840603253,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1270",7017151051,TRUE,2015-11-03 07:19:00,101.958124274188,14.5683346210183,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1271",7017151052,TRUE,2015-11-03 19:38:00,101.961605428493,14.5637750499776,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1272",7017151053,TRUE,2015-11-04 07:00:00,101.961605428493,14.5637750499776,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1273",7017151054,TRUE,2015-11-04 11:57:00,101.961540654508,14.563784901674,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1274",7017151055,TRUE,2015-11-04 16:40:00,101.961540654508,14.563784901674,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1275",7017151056,TRUE,2015-11-05 09:07:00,101.962091621863,14.5647713239803,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1276",7017151057,TRUE,2015-11-05 14:35:00,101.962260767872,14.5642453853428,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1277",7017151058,TRUE,2015-11-05 19:56:00,101.962165389421,14.5633525304707,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1278",7017151059,TRUE,2015-11-07 08:17:00,101.961814640987,14.562083611389,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1279",7017151060,TRUE,2015-11-07 16:00:00,101.961814640987,14.562083611389,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1280",7017151061,TRUE,2015-11-08 07:05:00,101.961814640987,14.562083611389,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1281",7017151062,TRUE,2015-11-08 12:10:00,101.961814640987,14.562083611389,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1282",7017151063,TRUE,2015-11-08 16:50:00,101.961814640987,14.562083611389,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1283",7017151064,TRUE,2015-11-09 07:18:00,101.961814640987,14.562083611389,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1284",7017151065,TRUE,2015-11-09 10:25:00,101.961814640987,14.562083611389,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1285",7017151066,TRUE,2015-11-10 07:16:00,101.961814640987,14.562083611389,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1286",7017151067,TRUE,2015-11-11 11:05:00,101.964967793567,14.5572753074282,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1287",7017151068,TRUE,2015-11-11 16:54:00,101.966366489806,14.5647983837993,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1288",7017151069,TRUE,2015-11-11 20:26:00,101.967773852127,14.5653404330849,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1289",7017151070,TRUE,2015-11-12 11:33:00,101.967884532764,14.5659892526702,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1290",7017151071,TRUE,2015-11-12 18:50:00,101.970375095773,14.5677908797638,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1291",7017151072,TRUE,2015-11-13 07:13:00,101.970493558454,14.56763584882,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1292",7017151073,TRUE,2015-11-13 11:38:00,101.970623302201,14.5669388214023,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1293",7017151074,TRUE,2015-11-13 18:27:00,101.973731579257,14.5691660337551,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1294",7017151075,TRUE,2015-11-14 07:37:00,101.971876816547,14.5691444781826,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1295",7017151076,TRUE,2015-11-14 12:19:00,101.97184113475,14.5685579252099,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1296",7017151077,TRUE,2015-11-15 11:25:00,101.965797003664,14.5700525747528,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
"1297",7017151078,TRUE,2015-11-15 18:17:00,101.965797003664,14.5700525747528,"radio-transmitter","Ophiophagus hannah","#556574378","OPHA2","King cobra (Ophiophagus hannah), Elapidae, Thailand"
